0	uniprot	bnum
gene386	P0AAQ0	b0380
gene3860	P25552	b3779
gene3861	P0A8J8	b3780
gene3862	P0AA25	b3781
gene3863	P0AG30	b3783
gene3864	P0AC78	b3784
gene3865	P0AG00	b3785
gene3866	P27828	b3786
gene3867	P27829	b3787
gene3868	P27830	b3788
gene3869	P61887	b3789
gene387	P0A6J8	b0381
gene3870	P27832	b3790
gene3871	P27833	b3791
gene3872	P0AAA7	b3792
gene3873	P56258	b4481
gene3874	P27835	b3793
gene3875	P27836	b3794
gene3876	P27837	b3795
gene388	P0AAN9	b0382
gene3881	P25550	b3800
gene3882	P25549	b3801
gene3884	P0ACB7	b3802
gene3885	P09127	b3803
gene3886	P09126	b3804
gene3887	P06983	b3805
gene3888	P00936	b3806
gene3889	P27838	b3807
gene389	P00634	b0383
gene3890	P0ADN6	b4558
gene3891	P0A6K1	b3809
gene3892	P23305	b3810
gene3893	P0A8P6	b3811
gene3894	P0ADP0	b3812
gene3895	P03018	b3813
gene3896	P27840	b4482
gene3897	P0ABI4	b3816
gene3898	P27842	b3817
gene3899	P27843	b3818
gene39	P31553	b0040
gene390	P0AFM4	b0384
gene3900	P27844	b3819
gene3901	P0ADP2	b3820
gene3902	P0A921	b3821
gene3903	P15043	b3822
gene3904	P0AG38	b3823
gene3905	P0AG34	b3824
gene3906	P07000	b3825
gene3907	P27848	b3826
gene3908	P0ADP5	b3827
gene3909	P0A9F9	b3828
gene391	P0AAP1	b0385
gene3910	P25665	b3829
gene3911	P56262	b3830
gene3912	P12758	b3831
gene3913	P0AG71	b3832
gene3914	P0A887	b3833
gene3915	P0ADP7	b3834
gene3917	P0A6A0	b3835
gene3918	P69428	b3836
gene3919	P69425	b3838
gene392	P0A9L8	b0386
gene3920	P69423	b3839
gene3921	P27859	b4483
gene3922	P0AFW0	b3842
gene3923	P0AAB4	b3843
gene3924	P0AEN1	b3844
gene3925	P21151	b3845
gene3926	P21177	b3846
gene3927	P21165	b3847
gene3928	P27862	b3848
gene3929	P0AFZ7	b3849
gene393	P0A8D3	b0387
gene3930	P0ACB4	b3850
gene3936	P32125	b3856
gene3937	P32173	b3857
gene3938	P0ADP9	b3858
gene3939	P0C0K3	b3859
gene394	P0A6E1	b0388
gene3940	P0AEG4	b3860
gene3941	P32128	b3861
gene3942	P32129	b3862
gene3943	P00582	b3863
gene3945	P0A6P7	b3865
gene3947	P0A8H6	b3866
gene3948	P32131	b3867
gene3949	C1P620	b4686
gene395	P0AAN5	b0389
gene3950	P0AFB8	b3868
gene3951	P0AFB5	b3869
gene3952	P0A9C5	b3870
gene3953	P32132	b3871
gene3954	P0ACM9	b3872
gene3955	P32134	b3873
gene3956	P32135	b3874
gene3957	P76773	b3875
gene3958	P32136	b3876
gene3959	P32137	b3877
gene396	P0AE28	b0390
gene3960	P32138	b3878
gene3961	P32139	b3879
gene3962	P32140	b3880
gene3963	P32141	b3881
gene3964	P0A9V8	b3882
gene3965	P32143	b3883
gene3966	P32144	b3884
gene3967	P0A8Y3	b3885
gene3968	P0A8K8	b3886
gene3969	P0A6M4	b3887
gene397	P0C037	b0391
gene3970	P0ADQ2	b3888
gene3971	P0ADQ5	b3889
gene3972	P0AFU6	b3890
gene3973	P13024	b3891
gene3974	P0AEL0	b3892
gene3975	P0AAJ5	b3893
gene3976	P32176	b3894
gene3977	P32177	b3895
gene3978	P32151	b3896
gene3979	P32152	b3897
gene398	P75704	b0392
gene3980	P32153	b3898
gene3981	P32154	b3899
gene3982	P32155	b3900
gene3983	P32156	b3901
gene3984	P32169	b3902
gene3985	P32170	b3903
gene3986	P32171	b3904
gene3987	P09377	b3905
gene3988	P09378	b3906
gene3989	P27125	b3907
gene399	P36767	b0393
gene3990	P00448	b3908
gene3991	P0A712	b3909
gene3992	P32157	b3910
gene3993	P0AE82	b3911
gene3994	P0AE88	b3912
gene3995	P0AE85	b4484
gene3996	P69380	b3915
gene3997	P0A796	b3916
gene3998	P0AG78	b3917
gene3999	P06282	b3918
gene4	P75616	b0005
gene40	P60566	b0041
gene400	P23917	b0394
gene4000	P0A858	b3919
gene4001	P32160	b3920
gene4002	P0AF34	b3921
gene4003	P32162	b3922
gene4004	P0AAB8	b3923
gene4005	P28861	b3924
gene4006	P0A9C9	b3925
gene4007	P0A6F3	b3926
gene4008	P0AER0	b3927
gene4009	P0AF36	b3928
gene401	P23910	b0396
gene4010	P0A8R0	b3929
gene4011	P32166	b3930
gene4012	P0A6H5	b3931
gene4013	P0A7B8	b3932
gene4014	P29131	b3933
gene4015	P0ACN7	b3934
gene4016	P17888	b3935
gene4017	P0A7M9	b3936
gene4018	P32167	b3937
gene4019	P0A8U6	b3938
gene402	P13458	b0397
gene4020	P00935	b3939
gene4021	P00562	b3940
gene4022	P0AEZ1	b3941
gene4023	P13029	b3942
gene4024	P0ABT8	b3943
gene4025	P32668	b3944
gene4026	P0A9S5	b3945
gene4027	P32669	b3946
gene4028	P32670	b3947
gene4029	P32672	b3949
gene403	P0AG76	b0398
gene4030	P69816	b3950
gene4031	P32674	b3951
gene4032	P32675	b3952
gene4033	P32676	b3953
gene4034	P32677	b3954
gene4035	P0CB39	b3955
gene4036	P00864	b3956
gene4037	P23908	b3957
gene4038	P11446	b3958
gene4039	P0A6C8	b3959
gene404	P0AFJ5	b0399
gene4040	P11447	b3960
gene4042	P0ACQ4	b3961
gene4043	P27306	b3962
gene4044	P0ACU5	b3963
gene4045	P0AF40	b3964
gene4046	P23003	b3965
gene4047	P06129	b3966
gene4048	P22634	b3967
gene405	P08400	b0400
gene4053	P08373	b3972
gene4054	P06709	b3973
gene4055	P0A6I3	b3974
gene406	P0AD99	b0401
gene4060	P0CE48	b3980
gene4061	P0AG96	b3981
gene4062	P0AFG0	b3982
gene4063	P0A7J7	b3983
gene4064	P0A7L0	b3984
gene4065	P0A7J3	b3985
gene4066	P0A7K2	b3986
gene4067	P0A8V2	b3987
gene4068	P0A8T7	b3988
gene4069	P27375	b3989
gene407	P0AAE2	b0402
gene4071	P30140	b3990
gene4072	P30139	b3991
gene4073	O32583	b4407
gene4074	P30138	b3992
gene4075	P30137	b3993
gene4076	P30136	b3994
gene4077	P0AFX4	b3995
gene4078	P32664	b3996
gene4079	P29680	b3997
gene408	P21517	b0403
gene4080	P68739	b3998
gene4081	P32680	b3999
gene4082	P0ACF0	b4000
gene4083	P32681	b4001
gene4084	P0AAA9	b4002
gene4085	P14377	b4003
gene4086	P14375	b4004
gene4087	P15640	b4005
gene4088	P15639	b4006
gene409	P21515	b0404
gene4093	P09162	b4011
gene4094	P09163	b4012
gene4095	P07623	b4013
gene4096	P08997	b4014
gene4097	P0A9G6	b4015
gene4098	P11071	b4016
gene4099	P23325	b4017
gene41	P31574	b0042
gene410	P0A7F9	b0405
gene4100	P16528	b4018
gene4101	P13009	b4019
gene4102	P0AF43	b4020
gene4103	P0A7C6	b4021
gene4104	P32684	b4022
gene4105	P32685	b4023
gene4106	P08660	b4024
gene4107	P0A6T1	b4025
gene4108	P0AF45	b4026
gene4109	P32687	b4027
gene411	P0A847	b0406
gene4110	P32688	b4028
gene4111	P32689	b4029
gene4112	A5A628	b4620
gene4113	P0A7C8	b4030
gene4114	P0AGF4	b4031
gene4115	P68183	b4032
gene4116	P02916	b4033
gene4117	P0AEX9	b4034
gene4118	P68187	b4035
gene4119	P02943	b4036
gene412	P0ADZ7	b0407
gene4120	P03841	b4037
gene4121	P32690	b4038
gene4122	P26602	b4039
gene4123	P0AGK1	b4040
gene4124	P0A7A7	b4041
gene4125	P0ABN1	b4042
gene4126	P0A7C2	b4043
gene4127	P28303	b4044
gene4128	P68206	b4045
gene4129	P0AC51	b4046
gene413	P0AG90	b0408
gene4130	P32693	b4047
gene4131	P32694	b4048
gene4132	P32695	b4049
gene4133	P32696	b4050
gene4134	P28304	b4051
gene4135	P0ACB0	b4052
gene4136	P0A6B4	b4053
gene4137	P04693	b4054
gene4138	P58036	b4621
gene4139	P0AE22	b4055
gene414	P0AG93	b0409
gene4140	P0AF48	b4056
gene4141	P0AF50	b4057
gene4142	P0A698	b4058
gene4143	P0AGE0	b4059
gene4144	P32700	b4060
gene4145	P32701	b4061
gene4146	P0A9E2	b4062
gene4147	P0ACS2	b4063
gene4149	P0AF52	b4064
gene415	P0AAQ2	b0410
gene4150	P32703	b4065
gene4151	P32704	b4066
gene4152	P32705	b4067
gene4153	P0AF54	b4068
gene4154	P27550	b4069
gene4155	P0ABK9	b4070
gene4156	P0ABL1	b4071
gene4157	P0AAK7	b4072
gene4158	P32709	b4073
gene4159	P32710	b4074
gene416	P0A927	b0411
gene4160	P32711	b4075
gene4161	P32712	b4076
gene4162	P21345	b4077
gene4163	P0AF56	b4078
gene4164	P07658	b4079
gene4165	P32714	b4080
gene4166	P32715	b4081
gene4167	P32716	b4082
gene4168	A5A630	b4622
gene4169	P32717	b4083
gene417	P46122	b0412
gene4170	P32718	b4084
gene4171	P32719	b4085
gene4172	P32720	b4086
gene4173	P32721	b4087
gene4174	P39265	b4088
gene4175	P0ACS7	b4089
gene4176	P37351	b4090
gene4177	Q6BEX5	b4487
gene4178	P16692	b4092
gene4179	P16691	b4093
gene418	P0A8D0	b0413
gene4180	P16690	b4094
gene4181	P16689	b4095
gene4182	P16679	b4096
gene4183	P16678	b4097
gene4184	P16688	b4098
gene4185	P16687	b4099
gene4186	P16686	b4100
gene4187	P16685	b4101
gene4188	P16684	b4102
gene4189	P16683	b4104
gene419	P25539	b0414
gene4190	P16682	b4105
gene4191	P16677	b4106
gene4192	P16681	b4107
gene4193	P0AFJ1	b4108
gene4194	P16694	b4109
gene4195	P39267	b4110
gene4196	P0C0L7	b4111
gene4197	G3MTW7	b4703
gene4198	P30844	b4112
gene4199	P30843	b4113
gene42	P68644	b0043
gene420	P61714	b0415
gene4200	P30845	b4114
gene4201	P60061	b4115
gene4202	P33234	b4116
gene4203	P28629	b4117
gene4204	P0ACH8	b4118
gene4205	P06720	b4119
gene4206	P02921	b4120
gene4207	P39270	b4121
gene4208	P14407	b4122
gene4209	P0ABN9	b4123
gene421	P0A780	b0416
gene4210	P0AD01	b4124
gene4211	P0AEC8	b4125
gene4212	P0AF59	b4126
gene4213	P39274	b4127
gene4214	P0AF61	b4128
gene4215	P64646	b4559
gene4216	P0A8N5	b4129
gene4217	P39276	b4130
gene4218	P0A9H3	b4131
gene4219	P0AAE8	b4132
gene422	P0AGG0	b0417
gene4220	P23890	b4133
gene4221		b4654
gene4223	P0ACU7	b4135
gene4224	P36655	b4136
gene4225	P69488	b4137
gene4226	P0ABN5	b4138
gene4227	P0AC38	b4139
gene4228	P37147	b4140
gene4229	P39277	b4141
gene423	P18200	b0418
gene4230	P0A6F9	b4142
gene4231	P0A6F5	b4143
gene4232	P0AF70	b4144
gene4233	P39279	b4145
gene4234	P39280	b4146
gene4235	P0A6N4	b4147
gene4236	P0ADB4	b4410
gene4237	P0ADB7	b4411
gene4238	P69937	b4148
gene4239	P0A901	b4149
gene424	P77735	b0419
gene4240	P00811	b4150
gene4241	P0A8Q3	b4151
gene4242	P0A8Q0	b4152
gene4243	P0AC47	b4153
gene4244	P00363	b4154
gene4245	P0A8N7	b4155
gene4246	P39282	b4156
gene4247	P39283	b4157
gene4248	P39284	b4158
gene4249	P39285	b4159
gene425	P77488	b0420
gene4250	P0A8K1	b4160
gene4251	P39286	b4161
gene4252	P0A784	b4162
gene4256	C1P621	b4670
gene4257	P39288	b4166
gene4258	P31806	b4167
gene4259	P0AF67	b4168
gene426	P22939	b0421
gene4260	P26365	b4169
gene4261	P23367	b4170
gene4262	P16384	b4171
gene4263	P0A6X3	b4172
gene4264	P25519	b4173
gene4265	P0ABC7	b4174
gene4266	P0ABC3	b4175
gene4267	P0AF73	b4176
gene4268	P0A7D4	b4177
gene4269	P0AF63	b4178
gene427	P0A8G9	b0422
gene4270	P21499	b4179
gene4271	P63177	b4180
gene4272	P0AF76	b4181
gene4273	P0AF78	b4182
gene4274	P39293	b4183
gene4275	P0AF80	b4184
gene4276	P39295	b4185
gene4277	P33222	b4186
gene4278	P33224	b4187
gene4279	P0AF82	b4188
gene428	P77718	b0423
gene4280	P39297	b4189
gene4281	P39298	b4190
gene4282	P0A9W0	b4191
gene4283	P39300	b4192
gene4284	P39301	b4193
gene4285	P69822	b4194
gene4286	P69820	b4195
gene4287	P39304	b4196
gene4288	P39305	b4197
gene4289	P39306	b4198
gene429	Q46948	b0424
gene4290	P0AF86	b4199
gene4291	P02358	b4200
gene4292	P07013	b4201
gene4293	P0A7T7	b4202
gene4294	P0A7R1	b4203
gene4295	P39308	b4204
gene4296	P39309	b4205
gene4297	P39310	b4206
gene4298	P0A9L3	b4207
gene4299	P0AAE0	b4208
gene43	P68646	b0044
gene430	P0A9J4	b0425
gene4300	P69506	b4209
gene4301	P39314	b4210
gene4302	P39315	b4211
gene4303	P0ACN2	b4212
gene4304	P08331	b4213
gene4305	P22255	b4214
gene4306	P39317	b4215
gene4307	P39187	b4216
gene4308	P0ADE2	b4217
gene4309	P0AE45	b4218
gene431	P0A8E7	b0426
gene4310	P0A744	b4219
gene4311	P0ADE4	b4220
gene4312	P39321	b4221
gene4313	P0AE48	b4222
gene4314	P08365	b4224
gene4315	P33647	b4225
gene4316	P0A7A9	b4226
gene4317	P39325	b4227
gene4318	Q6BEX0	b4485
gene4319	P39328	b4230
gene432	P77726	b0427
gene4320	P37772	b4231
gene4321	P0A993	b4232
gene4322	P37773	b4233
gene4323	P0A8X0	b4234
gene4324	P0AFK0	b4235
gene4325	P0ABE7	b4236
gene4326	P0A9N8	b4237
gene4327	P28903	b4238
gene4328	P28904	b4239
gene4329	P36672	b4240
gene433	P0AEA5	b0428
gene4330	P36673	b4241
gene4331	E2JKY7	b4702
gene4332	P0ABB8	b4242
gene4333	P0AF93	b4243
gene4334	P0A7F3	b4244
gene4335	P0A786	b4245
gene4336	P0AD83	b4246
gene4337	P39332	b4248
gene4338	P39333	b4249
gene4339	P39334	b4251
gene434	P0ABJ6	b0429
gene4340	P0AF96	b4252
gene4341	P39336	b4253
gene4342	P04391	b4254
gene4343	P0AF90	b4255
gene4344	P39337	b4256
gene4345	P39338	b4257
gene4346	P07118	b4258
gene4347	P28905	b4259
gene4348	P68767	b4260
gene4349	P0AF98	b4261
gene435	P0ABJ3	b0430
gene4350	P0ADC6	b4262
gene4351	P39342	b4263
gene4352	P39343	b4264
gene4353	P39344	b4265
gene4354	P0A9P9	b4266
gene4355	P39346	b4267
gene4356	P39208	b4268
gene4357	P27250	b4269
gene4359	P39347	b4271
gene436	P0ABI8	b0431
gene4360	P0CF45	b4272
gene4361	P0CF58	b4273
gene4362	P39349	b4575
gene4363	P39351	b4277
gene4364	P03835	b4278
gene4365	P39352	b4279
gene4366	P39353	b4280
gene4367	A8DYQ1	b4655
gene4368	P39354	b4281
gene4369	P39355	b4282
gene437	P0ABJ1	b0432
gene4370		b4623
gene4371	P0CF90	b4284
gene4372		b4561
gene4373	Q47719	b4286
gene4374	P15031	b4287
gene4375	P15029	b4288
gene4376	P15030	b4289
gene4377	P15028	b4290
gene4378	P13036	b4291
gene4379	P23485	b4292
gene438	P0AE16	b0433
gene4380	P23484	b4293
gene4381	P0CF12	b4294
gene4382	P0CF29	b4576
gene4383	P39356	b4295
gene4384	P39357	b4296
gene4385	P39358	b4297
gene4386	P39359	b4298
gene4387	P39360	b4299
gene4388	P39361	b4300
gene4389	P39362	b4301
gene439	P0ADA5	b0434
gene4390	P39363	b4302
gene4392	P39364	b4303
gene4393	P39365	b4304
gene4394	P58035	b4565
gene4395	P39366	b4305
gene4396		b4656
gene4397	P39367	b4306
gene4398	P39368	b4307
gene4399	Q2EEU2	b4566
gene44	P31679	b0045
gene440	P0ABE2	b0435
gene4400		b4657
gene4401	P39369	b4308
gene4402	P39370	b4309
gene4403	P39371	b4310
gene4404	P69856	b4311
gene4405	P0ADH5	b4312
gene4406	P0ADH7	b4313
gene4407	P04128	b4314
gene4408	P39264	b4315
gene4409	P31697	b4316
gene441	P0A850	b0436
gene4410	P30130	b4317
gene4411	P08189	b4318
gene4412	P08190	b4319
gene4413	P08191	b4320
gene4414	P0AC94	b4321
gene4415	P24215	b4322
gene4416	P39160	b4323
gene4417	P39161	b4324
gene4418	P39374	b4325
gene4419	P39375	b4326
gene442	P0A6G7	b0437
gene4420	P39376	b4327
gene4421	P39377	b4328
gene4422	P0AEH8	b4329
gene4423	P39379	b4330
gene4424	P39380	b4331
gene4425	P39381	b4332
gene4426	P39382	b4333
gene4427	P39383	b4334
gene4428	P39384	b4335
gene4429	P39385	b4336
gene443	P0A6H1	b0438
gene4430	P39386	b4337
gene4431	P39387	b4339
gene4432	P39389	b4340
gene4433	P39390	b4341
gene4434	P39391	b4342
gene4435	P39393	b4486
gene4436	P15006	b4345
gene4437	P15005	b4346
gene4438	P39394	b4347
gene444	P0A9M0	b0439
gene4440	P05719	b4348
gene4441	P08957	b4349
gene4442	P08956	b4350
gene4443	P24202	b4351
gene4444	P24203	b4352
gene4445	P0ADC8	b4353
gene4446	P39396	b4354
gene4447	P02942	b4355
gene4448	P39398	b4356
gene4449	P39399	b4357
gene445	P0ACF4	b0440
gene4450	P39400	b4358
gene4451	P39401	b4359
gene4452	P18390	b4360
gene4453	P0AEF0	b4361
gene4454	P0A8J2	b4362
gene4455	P0ADD2	b4363
gene4456	P0ADD5	b4364
gene4457	P0ADD7	b4365
gene4458	P39404	b4366
gene4459	P39405	b4367
gene446	P0ADY1	b0441
gene4460	P55914	b4567
gene4464	P39406	b4371
gene4465	P28632	b4372
gene4466	P0A944	b4373
gene4467	P0A8Y1	b4374
gene4468	P0A7I4	b4375
gene4469	P0AFH8	b4376
gene447	P0AAR8	b0442
gene4470	Q2M5U1	b4568
gene4471	P39407	b4377
gene4472	P39408	b4378
gene4473	P39409	b4379
gene4474	P37342	b4380
gene4475	P0A6L0	b4381
gene4476	P07650	b4382
gene4477	P0A6K6	b4383
gene4478	P0ABP8	b4384
gene4479	P39410	b4385
gene448	P77712	b0443
gene4480	P32099	b4386
gene4481	P0AGC7	b4387
gene4482	P0AGB0	b4388
gene4483	P24554	b4389
gene4484	P27278	b4390
gene4485	P0A9W3	b4391
gene4486	P0AGC3	b4392
gene4487	P0A881	b4393
gene4488	P39411	b4394
gene4489	P0A7A2	b4395
gene449	P77756	b0444
gene4490	P0ACI0	b4396
gene4491	P0AE91	b4397
gene4492	P08368	b4398
gene4493	P08401	b4399
gene4494	P08369	b4400
gene4495	P0A9Q1	b4401
gene4496	P0ADD9	b4402
gene4497	P37005	b4403
gene45	P0A754	b0046
gene450	P46890	b0445
gene451	P46891	b0446
gene452	P0ACJ5	b0447
gene453	P77265	b0448
gene454	P0AAG5	b0449
gene455	P0AC55	b0450
gene456	P69681	b0451
gene457	P0AGG2	b0452
gene458	P77717	b0453
gene459	P0AFP2	b0454
gene46	P03819	b0047
gene461	P0AAQ6	b0456
gene462	P77473	b0457
gene463	P0AAS0	b0458
gene464	P77791	b0459
gene465	P0ACE3	b0460
gene466	P0AAR0	b0461
gene467	P31224	b0462
gene468	P0AE06	b0463
gene469	P0ACS9	b0464
gene47	P0ABQ4	b0048
gene470	P77338	b0465
gene471	P45807	b0466
gene472	P23862	b0467
gene473	P0AAR5	b0468
gene474	P69503	b0469
gene475	P06710	b0470
gene476	P0A8B5	b0471
gene477	P0A7H6	b0472
gene478	P0A6Z3	b0473
gene479	P69441	b0474
gene48	P05637	b0049
gene480	P23871	b0475
gene481	P23872	b0476
gene482	P0AEW6	b0477
gene483	P39830	b0478
gene484	P52067	b0479
gene485	P07024	b0480
gene486	P0AAR3	b0481
gene488	P77301	b0482
gene489	P0A9T6	b0483
gene49	P62672	b0050
gene490	Q59385	b0484
gene491	P77454	b0485
gene492	P77400	b0486
gene493	P0A9G4	b0487
gene494	P0AAS3	b0488
gene495	P0AA53	b0489
gene496	P77279	b0490
gene497	P77307	b0491
gene498	P77395	b0492
gene499	P0AFP4	b0493
gene5	P0A8I3	b0006
gene50	P06992	b0051
gene500	P0ADA1	b0494
gene501	P0A9T8	b0495
gene502	P77504	b0496
gene503	P16919	b0497
gene504	P33668	b0498
gene505	P77759	b0499
gene506	P33669	b0501
gene507		b4632
gene508	P77688	b0502
gene509	P33667	b0503
gene51	P19624	b0052
gene510	P0ACR0	b0504
gene511	P77731	b0505
gene512	P0ACN4	b0506
gene513	P0AEP7	b0507
gene514	P30147	b0508
gene515	P77161	b0509
gene516	P75712	b0511
gene517	P77671	b0512
gene518	P77328	b0513
gene519	P77364	b0514
gene52	P0ABZ6	b0053
gene520	P75713	b0515
gene521	P77425	b0516
gene522	P77555	b0517
gene523	Q47208	b0518
gene524	P77129	b4572
gene525	P0AAS5	b0520
gene526	P37306	b0521
gene527	P09029	b0522
gene528	P0AG18	b0523
gene529	P43341	b0524
gene53	P31554	b0054
gene530	P23869	b0525
gene531	P21888	b0526
gene532	P45570	b0527
gene533	P0AAS7	b0528
gene534	P24186	b0529
gene535	P0ABW5	b0530
gene536	P77249	b0531
gene537	P77468	b0532
gene538	P75715	b0533
gene539	P38052	b0534
gene54	P31680	b0055
gene540	P0AEL8	b0535
gene542	P24218	b0537
gene543		b4633
gene544	P75717	b0539
gene545	P77528	b4508
gene546	P75718	b0542
gene547	P0CF68	b0540
gene548	P0CF81	b0541
gene549	P23895	b0543
gene55	P39220	b4659
gene550	P77698	b0544
gene551	P77368	b0545
gene552	P77634	b0546
gene553	Q47268	b4588
gene554	Q47269	b0547
gene555	Q47270	b0548
gene556	P68661	b0549
gene557	P0AG74	b0550
gene558	Q47272	b4509
gene559	Q47274	b0551
gene56	P0AA37	b0058
gene560	P21420	b0553
gene561	P0CE50	b0552
gene562	P0A9R2	b0554
gene563	P78285	b0555
gene564	P75719	b0556
gene565	P58041	b4510
gene566	P77330	b0557
gene567	P77598	b0558
gene568	P64435	b0559
gene569	A5A607	b4589
gene57	P60240	b0059
gene570	P31062	b0560
gene571		b4634
gene572	P77699	b0561
gene573	P77460	b0562
gene574	P77087	b0563
gene575	P05052	b0564
gene576	P09169	b0565
gene578	P10805	b0566
gene579	P37325	b0567
gene58	P21189	b0060
gene580	P31600	b0568
gene581	P0AFA5	b0569
gene582	P77485	b0570
gene583	P0ACZ8	b0571
gene584	P77211	b0572
gene585	P77214	b0573
gene586	P77239	b0574
gene587	P38054	b0575
gene588	P24207	b0576
gene589	P0AAT4	b0577
gene59	P08203	b0061
gene590	P38489	b0578
gene591	P0AAT2	b0579
gene592	P77506	b0580
gene593	P77213	b0581
gene595	P77091	b4415
gene596	P0CF92	b0582
gene597	P19925	b0583
gene598	P05825	b0584
gene599	P13039	b0585
gene6	P30143	b0007
gene60	P08202	b0062
gene600	P18393	b4511
gene601	P11454	b0586
gene602	P26266	b0587
gene603	P23878	b0588
gene604	P23877	b0589
gene605	P23876	b0590
gene606	P24077	b0591
gene607	P0AEL6	b0592
gene608	P0AEJ2	b0593
gene609	P10378	b0594
gene61	P08204	b0063
gene610	P0ADI4	b0595
gene611	P15047	b0596
gene612	P0A8Y8	b0597
gene613	P15078	b0598
gene614	P0AAS9	b4512
gene615	P45579	b0599
gene616	P77806	b0600
gene617	P77174	b0601
gene618	P77216	b0602
gene619	P77746	b0603
gene62	P0A9E0	b0064
gene620	P77202	b0604
gene621	P0AE08	b0605
gene622	P35340	b0606
gene623	P39177	b0607
gene624	P77316	b0608
gene625	P0AFW4	b0610
gene626	P21338	b0611
gene627	P0AE74	b0612
gene628	P77231	b0613
gene629	P0A6G5	b0614
gene63	P30149	b0065
gene630	P75726	b0615
gene631	P0A9I1	b0616
gene632	P69330	b0617
gene633	P77390	b0618
gene634	P77510	b0619
gene635	P0AEF4	b0620
gene636	P0ABP3	b0621
gene637	P37001	b0622
gene638	P0A972	b0623
gene639	P37002	b0624
gene64	P31548	b0066
gene640	P39874	b4581
gene641	P0A843	b0627
gene642	P60716	b0628
gene643	P30979	b0629
gene644	P60720	b0630
gene645	P0A8J4	b0631
gene646	P0AEB2	b0632
gene647	P10100	b0633
gene648	P0ABG7	b0634
gene649	P0AD65	b0635
gene65	P31549	b0067
gene650	P0A8I8	b0636
gene651	P0AAT6	b0637
gene652	P52086	b0638
gene653	P0A752	b0639
gene654	P28630	b0640
gene655	P0ADC1	b0641
gene656	P07813	b0642
gene657	P0AAT9	b0643
gene658	P77234	b0644
gene659	P77627	b0645
gene66	P31550	b0068
gene660	P77381	b0646
gene661	P77296	b0647
gene662	P77427	b0648
gene663	P77359	b0649
gene664	P77319	b0650
gene665	P41409	b0651
gene666	P0AAG3	b0652
gene667	P0AER5	b0653
gene668	P0AER3	b0654
gene669	P37902	b0655
gene67	P33595	b0069
gene670	P0CE51	b0656
gene671	P23930	b0657
gene672	P0AE78	b0658
gene673	P0A898	b0659
gene674	P0A9K3	b0660
gene675	P0AEI1	b0661
gene676	P75728	b0662
gene684	P22106	b0674
gene685	P0AF24	b0675
gene686	P0AF20	b0676
gene687	P0AF18	b0677
gene688	P0A759	b0678
gene689	P09323	b0679
gene69	C1P5Z7	b4662
gene690	P00962	b0680
gene691	P75733	b0681
gene692	P75734	b0682
gene693	P0A9A9	b0683
gene694	A8DYP9	b4637
gene695	P61949	b0684
gene696	P0AAU7	b0685
gene697	P75736	b0686
gene698	P0AFY8	b0687
gene699	P36938	b0688
gene7	P0A870	b0008
gene70	P31675	b0070
gene700	P75737	b0689
gene701	P37003	b0691
gene702	P39901	b4636
gene703	P0AAF1	b0692
gene704	P24169	b0693
gene705	P46121	b4590
gene706	P21866	b0694
gene707	P21865	b0695
gene708	P03961	b0696
gene709	P03960	b0697
gene71	P30126	b0071
gene710	P03959	b0698
gene711	P36937	b4513
gene712	P0AAU2	b0699
gene713	P16918	b0700
gene714	P0AAU5	b0702
gene715	P77779	b0703
gene716	P28915	b0704
gene717	Q2EEQ8	b4514
gene718	P75741	b0705
gene719	P28916	b0706
gene72	P0A6A6	b0072
gene720	P24252	b0707
gene721	P00914	b0708
gene722	P75742	b0709
gene723	P0AFP6	b0710
gene724	P0AAV4	b0711
gene725	P75745	b0712
gene726	P75746	b0713
gene727	P50465	b0714
gene728	P75747	b0715
gene729	P75748	b0716
gene73	P30125	b0073
gene730	P75749	b0717
gene731	P75750	b0718
gene732	P37909	b0719
gene733	P0ABH7	b0720
gene734	P69054	b0721
gene735	P0AC44	b0722
gene736	P0AC41	b0723
gene737	P07014	b0724
gene738	P0AFG3	b0726
gene739	P0AFG6	b0727
gene74	P09151	b0074
gene740	P0A836	b0728
gene741	P0AGE9	b0729
gene742	P13669	b0730
gene743	P54745	b0731
gene744	P54746	b0732
gene745	P0ABJ9	b0733
gene746	P0ABK2	b0734
gene747	P56100	b4515
gene748	P0AAV0	b0735
gene749	P0A8Z3	b0736
gene75	P0AD79	b0075
gene750	P0ABU9	b0737
gene751	P0ABV6	b0738
gene752	P19934	b0739
gene753	P0A855	b0740
gene754	P0A912	b0741
gene755	P45955	b0742
gene76	P10151	b0076
gene763	P11458	b0750
gene764	P0AFK2	b0751
gene765	P75757	b0752
gene766	P0AAV6	b0753
gene767	P0AB91	b0754
gene768	P62707	b0755
gene769	P0A9C3	b0756
gene77	P00893	b0077
gene770	P0A6T3	b0757
gene771	P09148	b0758
gene772	P09147	b0759
gene773	P31060	b0760
gene774	P0A9G8	b0761
gene775	P0AAW9	b0762
gene776	P37329	b0763
gene777	P0AF01	b0764
gene778	P09833	b0765
gene779	P21829	b0766
gene78	P00894	b0078
gene780	P52697	b0767
gene781	P52696	b0768
gene782	P0AAV8	b0769
gene783	P75763	b0770
gene784	P75764	b0771
gene785	P46130	b0772
gene786	P12994	b0773
gene787	P12995	b0774
gene788	P12996	b0775
gene789	P12998	b0776
gene79	P0ACP1	b0080
gene790	P12999	b0777
